Time,DC,RPM,Supply_Voltage,Current,Temp_motor,Temp_controller
6.809999999999945,41.197834,3673.0,124.0,62.0,164.791336,82.0
6.920000000000073,41.197834,3673.0,124.0,62.0,164.791336,82.0
7.0300000000002,41.197834,3673.0,124.0,62.0,164.791336,82.0
7.150000000000091,41.197834,3673.0,124.0,62.0,164.791336,82.0
7.260000000000218,41.197834,3673.0,124.0,62.0,164.791336,82.0
7.370000000000346,41.197834,3673.0,124.0,62.0,164.791336,82.0
7.480000000000018,41.197834,3673.0,124.0,62.0,164.791336,82.0
7.5900000000001455,41.197834,3673.0,124.0,62.0,164.791336,82.0
7.700000000000273,41.197834,3673.0,124.0,62.0,164.791336,82.0
7.820000000000164,41.197834,3673.0,124.0,62.0,164.791336,82.0
7.930000000000291,41.197834,3673.0,124.0,62.0,164.791336,82.0
8.039999999999964,41.197834,3673.0,124.0,62.0,164.791336,82.0
8.150000000000091,41.197834,3673.0,124.0,62.0,164.791336,82.0
8.260000000000218,41.197834,3673.0,124.0,62.0,164.791336,82.0
8.370000000000346,41.197834,3673.0,124.0,62.0,164.791336,82.0
8.490000000000236,41.197834,3673.0,124.0,62.0,164.791336,82.0
8.600000000000364,41.197834,3673.0,124.0,62.0,164.791336,82.0
8.710000000000036,41.197834,3673.0,124.0,62.0,164.791336,82.0
8.820000000000164,41.197834,3673.0,124.0,62.0,164.791336,82.0
8.930000000000291,41.197834,3673.0,124.0,62.0,164.791336,82.0
9.039999999999964,41.197834,3673.0,124.0,62.0,164.791336,82.0
9.150000000000091,41.197834,3673.0,124.0,62.0,164.791336,82.0
9.269999999999982,41.197834,3673.0,124.0,62.0,164.791336,82.0
9.38000000000011,41.197834,3673.0,124.0,62.0,164.791336,82.0
9.490000000000236,41.197834,3673.0,124.0,62.0,164.791336,82.0
9.600000000000364,41.197834,3673.0,124.0,62.0,164.791336,82.0
9.710000000000036,41.197834,3673.0,124.0,62.0,164.791336,82.0
9.820000000000164,41.197834,3673.0,124.0,62.0,164.791336,82.0
9.940000000000055,41.197834,3673.0,124.0,62.0,164.791336,82.0
10.050000000000182,41.197834,3673.0,124.0,62.0,164.791336,82.0
10.16000000000031,44.545662,3673.0,124.0,62.0,178.182648,89.0
10.269999999999982,44.545662,3673.0,124.0,62.0,178.182648,89.0
10.38000000000011,44.545662,3673.0,124.0,62.0,178.182648,89.0
10.490000000000236,44.545662,3673.0,124.0,62.0,178.182648,89.0
10.610000000000127,44.545662,3673.0,124.0,62.0,178.182648,89.0
10.720000000000255,44.545662,3673.0,124.0,62.0,178.182648,89.0
10.830000000000382,44.545662,3673.0,124.0,62.0,178.182648,89.0
10.940000000000055,44.545662,3673.0,124.0,62.0,178.182648,89.0
11.050000000000182,44.545662,3673.0,124.0,62.0,178.182648,89.0
11.16000000000031,44.545662,3673.0,124.0,62.0,178.182648,89.0
11.2800000000002,44.545662,3673.0,124.0,62.0,178.182648,89.0
11.390000000000327,44.545662,3673.0,124.0,62.0,178.182648,89.0
11.5,44.545662,3673.0,124.0,62.0,178.182648,89.0
11.610000000000127,44.545662,3673.0,124.0,62.0,178.182648,89.0
11.720000000000255,44.545662,3673.0,124.0,62.0,178.182648,89.0
11.830000000000382,44.545662,3673.0,124.0,62.0,178.182648,89.0
11.950000000000273,44.545662,3673.0,124.0,62.0,178.182648,89.0
12.059999999999945,44.545662,3673.0,124.0,62.0,178.182648,89.0
12.170000000000073,44.545662,3673.0,124.0,62.0,178.182648,89.0
12.2800000000002,44.545662,3673.0,124.0,62.0,178.182648,89.0
12.390000000000327,44.545662,3673.0,124.0,62.0,178.182648,89.0
12.5,44.545662,3673.0,124.0,62.0,178.182648,89.0
12.610000000000127,44.545662,3673.0,124.0,62.0,178.182648,89.0
12.730000000000018,44.545662,3673.0,124.0,62.0,178.182648,89.0
12.840000000000146,44.545662,3673.0,124.0,62.0,178.182648,89.0
12.950000000000273,44.545662,3673.0,124.0,62.0,178.182648,89.0
13.059999999999945,44.545662,3673.0,124.0,62.0,178.182648,89.0
13.170000000000073,44.545662,3673.0,124.0,62.0,178.182648,89.0
13.289999999999964,44.545662,3673.0,124.0,62.0,178.182648,89.0
13.400000000000091,44.545662,3673.0,124.0,62.0,178.182648,89.0
13.510000000000218,41.167316,3673.0,124.0,62.0,164.669266,82.0
13.620000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
13.730000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
13.840000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
13.950000000000273,41.167316,3673.0,124.0,62.0,164.669266,82.0
14.070000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
14.180000000000291,41.167316,3673.0,124.0,62.0,164.669266,82.0
14.289999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
14.400000000000091,41.167316,3673.0,124.0,62.0,164.669266,82.0
14.510000000000218,41.167316,3673.0,124.0,62.0,164.669266,82.0
14.620000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
14.740000000000236,41.167316,3673.0,124.0,62.0,164.669266,82.0
14.850000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
14.960000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
15.070000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
15.180000000000291,41.167316,3673.0,124.0,62.0,164.669266,82.0
15.289999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
15.400000000000091,41.167316,3673.0,124.0,62.0,164.669266,82.0
15.519999999999982,41.167316,3673.0,124.0,62.0,164.669266,82.0
15.63000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
15.740000000000236,41.167316,3673.0,124.0,62.0,164.669266,82.0
15.850000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
15.960000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
16.070000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
16.190000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
16.300000000000182,41.167316,3673.0,124.0,62.0,164.669266,82.0
16.41000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
16.519999999999982,41.167316,3673.0,124.0,62.0,164.669266,82.0
16.63000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
16.75,41.167316,3673.0,124.0,62.0,164.669266,82.0
16.860000000000127,41.167316,3673.0,124.0,62.0,164.669266,82.0
16.970000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
17.080000000000382,41.167316,3673.0,124.0,62.0,164.669266,82.0
17.190000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
17.300000000000182,41.167316,3673.0,124.0,62.0,164.669266,82.0
17.41000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
17.5300000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
17.640000000000327,41.167316,3673.0,124.0,62.0,164.669266,82.0
17.75,41.167316,3673.0,124.0,62.0,164.669266,82.0
17.860000000000127,41.167316,3673.0,124.0,62.0,164.669266,82.0
17.970000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
18.080000000000382,41.167316,3673.0,124.0,62.0,164.669266,82.0
18.200000000000273,41.167316,3673.0,124.0,62.0,164.669266,82.0
18.309999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
18.420000000000073,41.167316,3673.0,124.0,62.0,164.669266,82.0
18.5300000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
18.640000000000327,41.167316,3673.0,124.0,62.0,164.669266,82.0
18.75,41.167316,3673.0,124.0,62.0,164.669266,82.0
18.870000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
18.980000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
19.090000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
19.200000000000273,41.167316,3673.0,124.0,62.0,164.669266,82.0
19.309999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
19.420000000000073,41.167316,3673.0,124.0,62.0,164.669266,82.0
19.539999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
19.65000000000009,41.167316,3673.0,124.0,62.0,164.669266,82.0
19.76000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
19.870000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
19.980000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
20.090000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
20.210000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
20.320000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
20.43000000000029,41.167316,3673.0,124.0,62.0,164.669266,82.0
20.539999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
20.65000000000009,41.167316,3673.0,124.0,62.0,164.669266,82.0
20.76000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
20.870000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
20.990000000000236,41.167316,3673.0,124.0,62.0,164.669266,82.0
21.100000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
21.210000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
21.320000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
21.43000000000029,41.167316,3673.0,124.0,62.0,164.669266,82.0
21.539999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
21.66000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
21.769999999999982,41.167316,3673.0,124.0,62.0,164.669266,82.0
21.88000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
21.990000000000236,41.167316,3673.0,124.0,62.0,164.669266,82.0
22.100000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
22.210000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
22.330000000000382,41.167316,3673.0,124.0,62.0,164.669266,82.0
22.440000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
22.550000000000182,41.167316,3673.0,124.0,62.0,164.669266,82.0
22.66000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
22.769999999999982,41.167316,3673.0,124.0,62.0,164.669266,82.0
22.88000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
23.0,41.167316,3673.0,124.0,62.0,164.669266,82.0
23.110000000000127,41.167316,3673.0,124.0,62.0,164.669266,82.0
23.220000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
23.330000000000382,41.167316,3673.0,124.0,62.0,164.669266,82.0
23.440000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
23.550000000000182,41.167316,3673.0,124.0,62.0,164.669266,82.0
23.66000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
23.7800000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
23.890000000000327,41.167316,3673.0,124.0,62.0,164.669266,82.0
24.0,41.167316,3673.0,124.0,62.0,164.669266,82.0
24.110000000000127,41.167316,3673.0,124.0,62.0,164.669266,82.0
24.220000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
24.330000000000382,41.167316,3673.0,124.0,62.0,164.669266,82.0
24.450000000000273,41.167316,3673.0,124.0,62.0,164.669266,82.0
24.559999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
24.670000000000073,41.167316,3673.0,124.0,62.0,164.669266,82.0
24.7800000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
24.890000000000327,41.167316,3673.0,124.0,62.0,164.669266,82.0
25.0,41.167316,3673.0,124.0,62.0,164.669266,82.0
25.120000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
25.230000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
25.340000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
25.450000000000273,41.167316,3673.0,124.0,62.0,164.669266,82.0
25.559999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
25.670000000000073,41.167316,3673.0,124.0,62.0,164.669266,82.0
25.789999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
25.90000000000009,41.167316,3673.0,124.0,62.0,164.669266,82.0
26.01000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
26.120000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
26.230000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
26.340000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
26.460000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
26.570000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
26.68000000000029,41.167316,3673.0,124.0,62.0,164.669266,82.0
26.789999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
26.90000000000009,41.167316,3673.0,124.0,62.0,164.669266,82.0
27.01000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
27.120000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
27.240000000000236,41.167316,3673.0,124.0,62.0,164.669266,82.0
27.350000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
27.460000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
27.570000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
27.68000000000029,41.167316,3673.0,124.0,62.0,164.669266,82.0
27.800000000000182,41.167316,3673.0,124.0,62.0,164.669266,82.0
27.91000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
28.019999999999982,41.167316,3673.0,124.0,62.0,164.669266,82.0
28.13000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
28.240000000000236,41.167316,3673.0,124.0,62.0,164.669266,82.0
28.350000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
28.460000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
28.580000000000382,41.167316,3673.0,124.0,62.0,164.669266,82.0
28.690000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
28.800000000000182,41.167316,3673.0,124.0,62.0,164.669266,82.0
28.91000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
29.019999999999982,41.167316,3673.0,124.0,62.0,164.669266,82.0
29.13000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
29.25,41.167316,3673.0,124.0,62.0,164.669266,82.0
29.360000000000127,41.167316,3673.0,124.0,62.0,164.669266,82.0
29.470000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
29.580000000000382,41.167316,3673.0,124.0,62.0,164.669266,82.0
29.690000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
29.800000000000182,41.167316,3673.0,124.0,62.0,164.669266,82.0
29.91000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
30.0300000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
30.140000000000327,41.167316,3673.0,124.0,62.0,164.669266,82.0
30.25,41.167316,3673.0,124.0,62.0,164.669266,82.0
30.360000000000127,41.167316,3673.0,124.0,62.0,164.669266,82.0
30.470000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
30.580000000000382,41.167316,3673.0,124.0,62.0,164.669266,82.0
30.700000000000273,41.167316,3673.0,124.0,62.0,164.669266,82.0
30.809999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
30.920000000000073,41.167316,3673.0,124.0,62.0,164.669266,82.0
31.0300000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
31.140000000000327,41.167316,3673.0,124.0,62.0,164.669266,82.0
31.26000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
31.370000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
31.480000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
31.590000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
31.700000000000273,41.167316,3673.0,124.0,62.0,164.669266,82.0
31.809999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
31.920000000000073,41.167316,3673.0,124.0,62.0,164.669266,82.0
32.039999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
32.15000000000009,41.167316,3673.0,124.0,62.0,164.669266,82.0
32.26000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
32.370000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
32.48000000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
32.590000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
32.710000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
32.820000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
32.93000000000029,41.167316,3673.0,124.0,62.0,164.669266,82.0
33.039999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
33.15000000000009,41.167316,3673.0,124.0,62.0,164.669266,82.0
33.26000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
33.38000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
33.49000000000024,41.167316,3673.0,124.0,62.0,164.669266,82.0
33.600000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
33.710000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
33.820000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
33.93000000000029,41.167316,3673.0,124.0,62.0,164.669266,82.0
34.05000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
34.16000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
34.26999999999998,41.167316,3673.0,124.0,62.0,164.669266,82.0
34.38000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
34.49000000000024,41.167316,3673.0,124.0,62.0,164.669266,82.0
34.600000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
34.720000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
34.83000000000038,41.167316,3673.0,124.0,62.0,164.669266,82.0
34.940000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
35.05000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
35.16000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
35.26999999999998,41.167316,3673.0,124.0,62.0,164.669266,82.0
35.38000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
35.5,41.167316,3673.0,124.0,62.0,164.669266,82.0
35.61000000000013,41.167316,3673.0,124.0,62.0,164.669266,82.0
35.720000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
35.83000000000038,41.167316,3673.0,124.0,62.0,164.669266,82.0
35.940000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
36.05000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
36.17000000000007,41.167316,3673.0,124.0,62.0,164.669266,82.0
36.2800000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
36.39000000000033,41.167316,3673.0,124.0,62.0,164.669266,82.0
36.5,41.167316,3673.0,124.0,62.0,164.669266,82.0
36.61000000000013,41.167316,3673.0,124.0,62.0,164.669266,82.0
36.720000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
36.840000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
36.95000000000027,41.167316,3673.0,124.0,62.0,164.669266,82.0
37.059999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
37.17000000000007,41.167316,3673.0,124.0,62.0,164.669266,82.0
37.2800000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
37.39000000000033,41.167316,3673.0,124.0,62.0,164.669266,82.0
37.51000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
37.620000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
37.73000000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
37.840000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
37.95000000000027,41.167316,3673.0,124.0,62.0,164.669266,82.0
38.059999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
38.17000000000007,41.167316,3673.0,124.0,62.0,164.669266,82.0
38.289999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
38.40000000000009,41.167316,3673.0,124.0,62.0,164.669266,82.0
38.51000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
38.620000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
38.73000000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
38.840000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
38.960000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
39.070000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
39.18000000000029,41.167316,3673.0,124.0,62.0,164.669266,82.0
39.289999999999964,41.167316,3673.0,124.0,62.0,164.669266,82.0
39.40000000000009,41.167316,3673.0,124.0,62.0,164.669266,82.0
39.51000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
39.63000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
39.74000000000024,41.167316,3673.0,124.0,62.0,164.669266,82.0
39.850000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
39.960000000000036,41.167316,3673.0,124.0,62.0,164.669266,82.0
40.070000000000164,41.167316,3673.0,124.0,62.0,164.669266,82.0
40.18000000000029,41.167316,3673.0,124.0,62.0,164.669266,82.0
40.30000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
40.41000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
40.51999999999998,41.167316,3673.0,124.0,62.0,164.669266,82.0
40.63000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
40.74000000000024,41.167316,3673.0,124.0,62.0,164.669266,82.0
40.850000000000364,41.167316,3673.0,124.0,62.0,164.669266,82.0
40.970000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
41.08000000000038,41.167316,3673.0,124.0,62.0,164.669266,82.0
41.190000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
41.30000000000018,41.167316,3673.0,124.0,62.0,164.669266,82.0
41.41000000000031,41.167316,3673.0,124.0,62.0,164.669266,82.0
41.51999999999998,41.167316,3673.0,124.0,62.0,164.669266,82.0
41.63000000000011,41.167316,3673.0,124.0,62.0,164.669266,82.0
41.75,41.167316,3673.0,124.0,62.0,164.669266,82.0
41.86000000000013,41.167316,3673.0,124.0,62.0,164.669266,82.0
41.970000000000255,41.167316,3673.0,124.0,62.0,164.669266,82.0
42.08000000000038,41.167316,3673.0,124.0,62.0,164.669266,82.0
42.190000000000055,41.167316,3673.0,124.0,62.0,164.669266,82.0
42.309999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
42.42000000000007,41.167316,3673.0,124.0,62.0,164.669266,82.0
42.5300000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
42.64000000000033,41.167316,3673.0,124.0,62.0,164.669266,82.0
42.75,41.167316,3673.0,124.0,62.0,164.669266,82.0
42.86000000000013,41.167316,3673.0,124.0,62.0,164.669266,82.0
42.98000000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
43.090000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
43.20000000000027,41.167316,3673.0,124.0,62.0,164.669266,82.0
43.309999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
43.42000000000007,41.167316,3673.0,124.0,62.0,164.669266,82.0
43.5300000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
43.64000000000033,41.167316,3673.0,124.0,62.0,164.669266,82.0
43.76000000000022,41.167316,3673.0,124.0,62.0,164.669266,82.0
43.870000000000346,41.167316,3673.0,124.0,62.0,164.669266,82.0
43.98000000000002,41.167316,3673.0,124.0,62.0,164.669266,82.0
44.090000000000146,41.167316,3673.0,124.0,62.0,164.669266,82.0
44.20000000000027,41.167316,3673.0,124.0,62.0,164.669266,82.0
44.309999999999945,41.167316,3673.0,124.0,62.0,164.669266,82.0
44.43000000000029,41.167316,3673.0,124.0,62.0,164.669266,82.0
